Probeset	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	p_adj_pc_bonferroni	gsea_rank
3240_at	0.28913859976457007	6.328779661016949	1.0083719865474199	0.3173770728068524	0.673423702870906	-5.323977924400012	3240	LOC3240	HP	NA	1	0.49842444970817523
597_at	0.28729773125450175	6.391084745762712	1.4149956697217974	0.16230512782740322	0.536035733491123	-4.881289582948134	597	LOC597	BCL2A1	Myeloid	1	0.7896677589663401
3816_at	0.2861647335966897	2.9738474576271186	2.3551622706559794	0.021845750266953075	0.30668749387540795	-3.351081068366466	3816	LOC3816	KLK1	NA	1	1.660633035358058
684959_at	0.2856280295326295	5.495593220338983	1.8441716944851392	0.0701604286612939	0.4193224570298258	-4.266114485497781	684959	LOC684959	SNORA25	NA	1	1.1539077662117732
5329_at	0.2780278409447155	5.590016949152543	2.2376776102916667	0.02901578401096466	0.32796842657798214	-3.578008409368366	5329	LOC5329	PLAUR	Monocyte	1	1.5373656902369455
25907_at	0.27489409196980347	6.1451186440677965	1.8465157620883494	0.06981451871828842	0.41920381149836694	-4.26235666448123	25907	LOC25907	TMEM158	NA	1	1.1560542515379852
113146_at	0.27441496421180145	5.796237288135593	1.9921049928251287	0.050974770735183646	0.38277208788273526	-4.020803006662282	113146	LOC113146	AHNAK2	NA	1	1.292644718834149
3576_at	0.2718448551304846	4.863237288135593	1.0869878914054625	0.28144526465439984	0.646524514092873	-5.24942511592564	3576	LOC3576	IL8	Myeloid	1	0.5506060539917508
4969_at	0.27093548016467994	4.466457627118644	1.5667013301583446	0.12251121331389324	0.49025182902197	-4.680680041786875	4969	LOC4969	OGN	NA	1	0.9118241589935423
213_at	0.2700908309315339	2.887542372881356	1.3215265834820162	0.19140707817291375	0.5653022978290683	-4.9954454313913255	213	LOC213	ALB	NA	1	0.7180420061903157
91851_at	0.2691169014540764	4.618203389830509	1.5471059161929968	0.12716378618089338	0.49615202596299623	-4.707646187699517	91851	LOC91851	CHRDL1	NA	1	0.8956365498592602
84419_at	0.2681978382675976	5.894016949152542	1.705303403034764	0.09337696629887172	0.45537054271342225	-4.481163973470235	84419	LOC84419	C15ORF48	NA	1	1.0297602398618613
84189_at	0.2678453964608412	2.467440677966102	3.0005048862510937	0.00393934671797846	0.242857681072287	-1.9451713234704382	84189	LOC84189	SLITRK6	NA	0.18514929574498765	2.4045757934792187
23127_at	0.2655790994451084	4.033474576271186	2.1187628758347916	0.03831351204665569	0.3534733341255807	-3.797854744039072	23127	LOC23127	COLGALT2	NA	1	1.416648036151267
7018_at	0.2643311722072012	4.617254237288136	1.1014411066269396	0.27515992740235007	0.6426365973791889	-5.235135532598474	7018	LOC7018	TF	NA	1	0.5604148138058166
3494_at	0.26053230790014265	6.680542372881356	1.266448766781091	0.21030967776400888	0.5838058334462495	-5.059289248443207	3494	LOC3494	IGHA2	B Cell	1	0.6771407420412082
3159_at	0.2604285743314923	4.858406779661017	2.230586198703326	0.02950858172971745	0.32984356653698826	-3.5913993422936294	3159	LOC3159	HMGA1	NA	1	1.5300516634840948
342897_at	0.26009757356507957	2.8966101694915256	2.201378316985054	0.03161694959141107	0.3366285664325283	-3.646180945032558	342897	LOC342897	NCCRP1	NA	1	1.500080033186952
23460_at	0.2597923799965203	4.375372881355932	1.7448757314007157	0.08619238280879725	0.44351182021180274	-4.421410444501327	23460	LOC23460	ABCA6	NA	1	1.0645311129488177
7276_at	0.2597421464521747	3.8334745762711866	1.8692348153130989	0.06653569531279832	0.41284649742206375	-4.225717808977216	7276	LOC7276	TTR	NA	1	1.1769453002867434
6690_at	0.2596366310648646	3.9432711864406778	1.3967446839429027	0.1677013781401162	0.5423739425491908	-4.904150706252286	6690	LOC6690	SPINK1	NA	1	0.7754633684243943
4046_at	0.25620476948088683	6.741152542372881	2.6675091317705557	0.009839509192835025	0.25875101127203715	-2.7029330291588956	4046	LOC4046	LSP1	Multiple	0.4624569320632462	2.0070265641864995
5918_at	0.25603462627127105	5.4847627118644064	1.3313691003827535	0.18816845418862854	0.5619936253999712	-4.983767908459061	5918	LOC5918	RARRES1	NA	1	0.725453182822341
10584_at	0.2544688012291179	3.965135593220339	1.2575975643695128	0.21347243629242893	0.5876755036757418	-5.069310567382623	10584	LOC10584	COLEC10	NA	1	0.6706581934207017
7103_at	0.25426933321646894	5.069322033898305	1.0769533038868524	0.28586739365416264	0.6493203727435731	-5.2592398205422874	7103	LOC7103	TSPAN8	NA	1	0.5438353779181115
1759_at	0.25303533798302824	4.956525423728814	2.0339581097389576	0.04644159002634142	0.37092317161837396	-3.9484313264757587	1759	LOC1759	DNM1	NA	1	1.3330929196861558
3855_at	0.252892862800583	3.342406779661017	2.1058309169884972	0.03946669396837441	0.3556215301730622	-3.8211537606883694	3855	LOC3855	KRT7	NA	1	1.403769251902603
6521_at	0.252246846387883	2.8804237288135592	2.678774120058316	0.009549685738899796	0.25875101127203715	-2.678388320475711	6521	LOC6521	SLC4A1	NA	0.44883522972829043	2.0200109199458183
6337_at	0.25172230775597415	2.991	2.2957580014977226	0.025245672790265634	0.3193085303995396	-3.467013683664904	6337	LOC6337	SCNN1A	NA	1	1.5978130509852733
127124_at	0.2513058293344054	2.2648135593220338	2.3903616212679295	0.020029660748311848	0.3014350322179087	-3.2812525280369744	127124	LOC127124	ATP6V1G3	NA	0.9413940551706569	1.6983264064919392
6819_at	0.25066730358339134	4.777389830508475	1.6056014534483471	0.11367971018446915	0.48142520710121167	-4.626231322201507	6819	LOC6819	SULT1C2	NA	1	0.9443170422713525
8076_at	0.2495703522319789	4.942966101694915	1.0187474490320798	0.3124655334117629	0.6702293182519059	-5.314446732809946	8076	LOC8076	MFAP5	NA	1	0.5051978806386622
9200_at	0.24946843988442213	3.0671525423728814	2.6464628298212998	0.010402610491995274	0.26071103838980325	-2.7485777734949566	9200	LOC9200	PTPLA	NA	0.4889226931237779	1.982857662623792
3310_at	0.24942326144086047	5.688067796610169	2.208152052560082	0.031116525431957934	0.33515382029281554	-3.633529815990843	3310	LOC3310	HSPA6	Neutrophil	1	1.5070089036480798
55357_at	0.24932392914487156	4.853813559322034	3.0346586697969493	0.0035734757950027446	0.23772688458686012	-1.863820641928915	55357	LOC55357	TBC1D2	NA	0.167953362365129	2.4469091552536897
2766_at	0.2486115615454999	5.270915254237289	2.141282042985726	0.03637542404173696	0.34839142034395554	-3.7569953785396146	2766	LOC2766	GMPR	NA	1	1.4391919352455402
2259_at	0.24830144401969817	3.641728813559322	2.7648265604829545	0.007580684095340332	0.25875101127203715	-2.4883133963462756	2259	LOC2259	FGF14	NA	0.3562921524809956	2.120291601040029
916_at	0.24805039131978768	5.272745762711865	1.6232877492612632	0.10983802829375122	0.47882676606649155	-4.601074417519929	916	LOC916	CD3E	T Cell	1	0.9592472717366097
1805_at	0.24641112820033587	5.093135593220339	1.1726768527671971	0.2456195103671182	0.6165396426648931	-5.162076537313472	1805	LOC1805	DPT	NA	1	0.6097371387188115
2650_at	0.24578419926626904	5.027118644067796	2.523540390167711	0.01431992081068914	0.2785209314023308	-3.009568380213476	2650	LOC2650	GCNT1	NA	0.6730362781023896	1.8440593836745196
10409_at	0.2454278181247415	8.707322033898306	2.397649994006851	0.019670952291257746	0.2996794544716551	-3.266689326606994	10409	LOC10409	BASP1	NA	0.9245347576891141	1.7061746149242094
9595_at	0.2438719875587688	4.96371186440678	2.167997693687299	0.03418774231911279	0.3426742377505139	-3.7080505226694376	9595	LOC9595	CYTIP	Multiple	1	1.4661295780780894
388121_at	0.24359109959615524	3.794050847457627	3.866005606663658	2.773023649884367e-4	0.12224855309963657	0.2974937921075238	388121	LOC388121	TNFAIP8L3	NA	0.013033211154456525	3.557046426502023
1513_at	0.24191269425230502	6.689932203389831	1.129825598456876	0.2631037980230414	0.6311257201999032	-5.206547628755916	1513	LOC1513	CTSK	NA	1	0.579872882630589
7060_at	0.2407246518361105	4.701898305084746	1.0550765893916951	0.2956744427687919	0.6575224615805573	-5.280334668666361	7060	LOC7060	THBS4	NA	1	0.5291862129922146
1080_at	0.24066926611060568	2.2875254237288134	2.1500793827561484	0.035641885579642964	0.3471979938454925	-3.7409344041488466	1080	LOC1080	CFTR	NA	1	1.4480393283396382
254102_at	0.23987718245458153	3.7637118644067797	3.9929011819002365	1.8257239670225732e-4	0.12224855309963657	0.6542276925496591	254102	LOC254102	EHBP1L1	NA	0.008580902645006093	3.7385648832424754
6357_at	0.23983455069309786	3.8806101694915256	1.914526518531977	0.06038624482496286	0.4041614716661674	-4.151505316551255	6357	LOC6357	CCL13	Dendritic Cell	1	1.2190619765599922
29842_at	0.2389734974380451	3.329949152542373	2.581162836288782	0.012341885869384915	0.27416053118323463	-2.888424433726215	29842	LOC29842	TFCP2L1	NA	0.580068635861091	1.9086184740069936
2192_at	0.23760085465223463	4.6872203389830505	1.8630678054687133	0.0674126014029182	0.4141585466445144	-4.235702240912584	2192	LOC2192	FBLN1	NA	1	1.1712589134318405
200504_at	0.2375139029622927	2.6025593220338985	1.6654599982544698	0.1011014136500119	0.46718775519314526	-4.540082524523434	200504	LOC200504	GKN2	NA	1	0.9952427718461178
3493_at	0.23513484704570742	6.907033898305085	0.9060211032802993	0.3685951573587395	0.7107445402667585	-5.412946966285604	3493	LOC3493	IGHA1	B Cell	1	0.43345037488523797
5004_at	0.23511605972251276	2.8879322033898305	1.5713200598728925	0.12143468319734102	0.488342031541321	-4.674278862643504	5004	LOC5004	ORM1	NA	1	0.9156572558475115
925_at	0.23479386763187887	5.909779661016949	1.6271632142321555	0.10901043928779276	0.4779114419295561	-4.595528587589871	925	LOC925	CD8A	T Cell	1	0.9625319102429324
6354_at	0.23454418760043022	2.467033898305085	2.144181380583167	0.036132227386400186	0.34759737685888115	-3.7517082896072633	6354	LOC6354	CCL7	NA	1	1.4421052653401991
3489_at	0.23429170002980687	6.039966101694915	1.5748579483657192	0.12061521683470752	0.48733368702594376	-4.6693640133880265	3489	LOC3489	IGFBP6	NA	1	0.9185978980793023
342035_at	0.23418256067772553	3.934491525423729	2.9124281514315076	0.005049930097595697	0.24640406735858994	-2.151926554631655	342035	LOC342035	GLDN	NA	0.23734671458699777	2.296714633453333
6402_at	0.23397556515326537	4.924847457627119	1.5762586892764223	0.1202919980075141	0.48733368702594376	-4.667415312614885	6402	LOC6402	SELL	Multiple	1	0.9197632615775833
5816_at	0.23375601794499293	2.786593220338983	1.453979329912742	0.1512298553736979	0.5231026214140643	-4.83153737167689	5816	LOC5816	PVALB	NA	1	0.8203624631727099
1271_at	0.23367545128207734	2.441135593220339	2.9805628463526963	0.004168807430266705	0.2440354134277757	-1.9923694185837375	1271	LOC1271	CNTFR	NA	0.19593394922253515	2.3799881657765876
7291_at	0.23292751126688532	4.645101694915255	1.3502555493638497	0.18207034741493752	0.5557884611883095	-4.9611332583503716	7291	LOC7291	TWIST1	NA	1	0.7397607790962561
3698_at	0.2322947985980591	3.2687627118644067	1.5557880932798709	0.12508524819858047	0.49422203405267173	-4.69573651837908	3698	LOC3698	ITIH2	NA	1	0.9027939053642878
7031_at	0.23093227030378355	2.7943389830508476	1.6851970372353253	0.09721208336340594	0.46007278291075726	-4.511052959008294	7031	LOC7031	TFF1	NA	1	1.0122797493546694
4958_at	0.2302946401574859	4.372847457627119	1.3186979354364166	0.19234556500895816	0.5667221145139397	-4.998786419867781	4958	LOC4958	OMD	NA	1	0.7159178229487536
54825_at	0.22907387600869178	3.360627118644068	2.432263203637299	0.018044760518151053	0.2914999352267824	-3.1970410654698016	54825	LOC54825	CDHR2	NA	0.8481037443530995	1.7436488773249321
7059_at	0.2277837963009789	5.361186440677966	2.374144284681138	0.02084890405178521	0.302716979607069	-3.313528623337261	7059	LOC7059	THBS3	NA	0.9798984904339049	1.6809167693123694
56287_at	0.22767611705611787	2.223983050847458	1.4608385006762465	0.14934370169592592	0.5211371460566606	-4.822654059778107	56287	LOC56287	GKN1	NA	1	0.8258130882683061
1773_at	0.2274723417955368	2.847949152542373	2.6339053553172698	0.01075244165618184	0.26510552325581016	-2.775680023073887	1773	LOC1773	DNASE1	NA	0.5053647578405465	1.9684929052925428
137994_at	0.22718444669773197	3.792271186440678	4.142657899405515	1.1056950062523885e-4	0.12078742330066534	1.0829642256354637	137994	LOC137994	LETM2	NA	0.005196766529386226	3.9563646518453686
5880_at	0.22697197630058466	6.101728813559322	1.9456325804191532	0.05644846364238095	0.3923294978677607	-4.09963953764324	5880	LOC5880	RAC2	Multiple	1	1.248347873769414
337_at	0.2257582098608312	2.8262881355932206	2.2993713884394724	0.02502617162354069	0.31854765813624003	-3.460031032275954	337	LOC337	APOA4	NA	1	1.601605581471911
23584_at	0.22575734688990828	3.3625593220338983	2.2851206968197917	0.025901803716545407	0.3202665043457031	-3.4875172924284836	23584	LOC23584	VSIG2	NA	1	1.5866699920242617
399_at	0.22498092529181304	5.249118644067797	1.7981617541884434	0.07724726286022081	0.43066914397392997	-4.339020048275891	399	LOC399	RHOH	Multiple	1	1.1121169001977864
3699_at	0.22459990088707488	3.7009830508474577	2.205501373552195	0.03131151389855491	0.33583963866538163	-3.638484277409775	3699	LOC3699	ITIH3	NA	1	1.5042959339195296
10643_at	0.22427281296626456	5.623	1.3891983842448246	0.1699725569487388	0.5440852544810341	-4.913522511266367	10643	LOC10643	IGF2BP3	NA	1	0.7696211923147969
27036_at	0.22418150381728566	4.350457627118644	2.2493323374631236	0.028221639803015994	0.32432182721646663	-3.5559239573969137	27036	LOC27036	SIGLEC7	NA	1	1.5494177554040984
3002_at	0.22381139764508856	4.963542372881356	1.6220390147610027	0.11010577231145327	0.47916703424016893	-4.6028588152534455	3002	LOC3002	GZMB	Lymphoid	1	0.9581899124787571
23426_at	0.2233344814488626	3.6491525423728812	2.8866684539630874	0.0054258771864351	0.24640406735858994	-2.2115558670901043	23426	LOC23426	GRIP1	NA	0.2550162277624497	2.2655300406255052
9358_at	0.22302014340699697	7.786271186440678	0.9927596853975744	0.32486495161855156	0.6785588816227782	-5.338142675409037	9358	LOC9358	ITGBL1	NA	1	0.48829714042392086
6280_at	0.22237239661143393	5.1405932203389835	1.2903807292981226	0.2019325172077368	0.5741168839888305	-5.031862186013273	6280	LOC6280	S100A9	Myeloid	1	0.6947937409533935
253012_at	0.2222090064248692	2.153135593220339	2.5493321728742107	0.013401551597570987	0.27775174447038664	-2.9556088392764717	253012	LOC253012	HEPACAM2	NA	0.6298729250858364	1.8728449172132988
4318_at	0.22143666639975856	6.1721355932203386	1.051123525159441	0.29747091089470135	0.6587709747880599	-5.284102146466573	4318	LOC4318	MMP9	Monocyte	1	0.5265554966768923
6283_at	0.221390485987226	4.179694915254237	1.2488595050362066	0.21662915740624528	0.5904820519739108	-5.079138753189661	6283	LOC6283	S100A12	Myeloid	1	0.6642830895001114
2267_at	0.22123539738436748	3.680186440677966	1.7707705491552421	0.08174356418133714	0.4375709610735544	-4.381647506289819	2267	LOC2267	FGL1	NA	1	1.0875464301118136
9086_at	0.2210134508440522	6.343305084745762	0.7181095141598998	0.4755124283990456	0.7750499440092297	-5.552157608510648	9086	LOC9086	EIF1AY	NA	1	0.3228381274866391
5874_at	0.22097224140503302	4.819203389830508	1.5002664234286303	0.13885659572786863	0.5089774960251854	-4.770843268945437	5874	LOC5874	RAB27B	NA	1	0.8574334863121075
2999_at	0.22084811322977727	5.540322033898305	1.4903665218667974	0.14143350483959413	0.5127335881432928	-4.7839718936693	2999	LOC2999	GZMH	Lymphoid	1	0.8494476963149779
146556_at	0.22073198863063867	4.365372881355932	2.3835224013017755	0.020371575838583587	0.302716979607069	-3.2948857299632386	146556	LOC146556	C16ORF89	NA	0.9574640644134286	1.6909753749502243
574040_at	0.22055101185027481	3.45164406779661	1.9750189756497767	0.052931834366326376	0.38472333176971696	-4.049975066474229	574040	LOC574040	SNORA6	NA	1	1.2762830551610271
10381_at	0.21899334354105326	4.825254237288136	1.6425843708705692	0.10576728894604266	0.47511026396812023	-4.573342123003739	10381	LOC10381	TUBB3	NA	1	0.9756486274502854
27040_at	0.21893876686281502	6.355491525423729	1.8978929336623442	0.06258611806564865	0.40784473176051866	-4.1789407456424845	27040	LOC27040	LAT	Multiple	1	1.2035219849373777
973_at	0.21892707139064949	3.1353898305084744	1.8299205752573366	0.07229461194900068	0.42296469022327804	-4.288870159852419	973	LOC973	CD79A	B Cell	1	1.1408940690680434
28803_at	0.21856533870934663	3.0793898305084744	2.0829217561313347	0.041583846142830595	0.360697621073567	-3.862131336989595	28803	LOC28803	IGLV3-10	B Cell	1	1.381075344697701
64859_at	0.21855271391817052	6.645847457627118	2.529740851915197	0.014094086822272643	0.2781957381452294	-2.996635579632563	64859	LOC64859	NABP1	Multiple	0.6624220806468142	1.8509630574933713
11076_at	0.2182419149818165	5.111016949152543	1.9179715346367137	0.05993893375746009	0.4024316481597221	-4.14579699790401	11076	LOC11076	TPPP	NA	1	1.2222909869053908
1675_at	0.2173376720965951	3.542457627118644	2.166580252600593	0.03430084975615015	0.34339680906817494	-3.7106601687524656	1675	LOC1675	CFD	NA	1	1.4646951207783476
5172_at	0.21692648085429767	2.3584745762711865	2.562668405887098	0.012947924455303298	0.2773263373992604	-2.927539444995614	5172	LOC5172	SLC26A4	NA	0.608552449399255	1.8877998431542826
1562_at	0.2166052652897829	2.4228813559322036	2.4063527616725855	0.01925017535694717	0.29716958150778544	-3.249253206465408	1562	LOC1562	CYP2C18	NA	0.9047582417765171	1.7155653099888493
10457_at	0.2146276230401911	10.508372881355932	2.1572828645936823	0.03505091360350894	0.34522215266519307	-3.727742046090655	10457	LOC10457	GPNMB	NA	1	1.4553006576462075
79875_at	0.21444260071256083	5.887237288135593	1.8327619447937986	0.07186480321894133	0.42167496384801245	-4.284345590914304	79875	LOC79875	THSD4	NA	1	1.1434837592748595
5675_at	0.21368517882091514	2.1550508474576273	3.082684867076074	0.0031123628390931847	0.23212727022007842	-1.7483362016064508	5675	LOC5675	PSG6	NA	0.14628105343737968	2.506909778703443
1510_at	0.21362619871210223	2.9394237288135594	1.3567196776501365	0.1800180835773561	0.5538627949163486	-4.953317799561479	1510	LOC1510	CTSE	NA	1	0.7446838659890158
50617_at	0.2134131589510045	2.938440677966102	1.996646167948959	0.050465187578209565	0.38277208788273526	-4.013013108925637	50617	LOC50617	ATP6V0A4	NA	1	1.2970081081428324
1116_at	0.21304899055900134	5.637338983050848	1.1719675047096552	0.24590197345994827	0.6166975758439838	-5.162825517244967	1116	LOC1116	CHI3L1	Myeloid	1	0.6092379858634518
81621_at	0.21277400506342428	3.154220338983051	3.0548194591603783	0.0033726421061987537	0.23646413404158564	-1.8154960861790883	81621	LOC81621	KAZALD1	NA	0.15851417899134143	2.4720297422823756
5672_at	0.2126359972757107	2.7061186440677965	3.2931424784699352	0.0016742728146030607	0.19872215121500816	-1.2277309465697757	5672	LOC5672	PSG4	NA	0.07869082228634385	2.7761737744053963
10644_at	0.2119367966787862	4.002	1.2293514807638928	0.22380068214713975	0.5967394506115932	-5.100846971682802	10644	LOC10644	IGF2BP2	NA	1	0.6501385940709076
27255_at	0.2117416508290554	2.7412203389830507	2.349971379869112	0.022125656143129713	0.30677330138479303	-3.3613077093102848	27255	LOC27255	CNTN6	NA	1	1.6551038413028938
3149_at	0.21150853563280297	5.363220338983051	1.5816836216963266	0.11904675971912093	0.48632146386797065	-4.659853282959771	3149	LOC3149	HMGB3	NA	1	0.9242824209668451
677808_at	0.21024610824776377	6.308423728813559	1.3181797129729607	0.19251787583206328	0.56685875394354	-4.999397778209422	677808	LOC677808	SNORA23	NA	1	0.7155289388059344
8839_at	0.20998077409200008	4.067491525423729	1.385552765866532	0.17107819950322484	0.5449559593438059	-4.918033099523696	8839	LOC8839	WISP2	NA	1	0.7668053290835039
7378_at	0.20870774475956627	5.574932203389831	2.7754259408145696	0.007365865626008104	0.25875101127203715	-2.4645890653009688	7378	LOC7378	UPP1	Multiple	0.3461956844223809	2.132776208154944
57535_at	0.20870404665748685	2.871305084745763	3.054793097344885	0.003372897692312409	0.23646413404158564	-1.8155594206292855	57535	LOC57535	KIAA1324	NA	0.15852619153868322	2.4719968317541805
646_at	0.2084328242313099	2.3783389830508472	2.3816609939763156	0.020465533065232258	0.302716979607069	-3.298590772287641	646	LOC646	BNC1	NA	0.9618800540659161	1.6889769388137859
64866_at	0.2076114335835974	5.969915254237288	1.618870366332797	0.11078754317330287	0.4792861116055352	-4.607381112786321	64866	LOC64866	CDCP1	NA	1	0.9555090684453912
960_at	0.20699044748674872	8.865118644067797	1.9923778251447857	0.050944030852005634	0.38277208788273526	-4.020335423872977	960	LOC960	CD44	Multiple	1	1.2929066952670638
717_at	0.20592756146083577	5.9497288135593225	1.6220669763104618	0.11009977122924286	0.47916703424016893	-4.60281887281064	717	LOC717	C2	NA	1	0.9582135834258928
115948_at	0.2057374943709146	3.5054237288135592	2.9833155004906704	0.004136410984282042	0.2440354134277757	-1.9858678474431617	115948	LOC115948	CCDC151	NA	0.194411316261256	2.3833763172694193
